species,trend_class,trend_grade,trend_slope,p_positive,p_negative,mk_tau,mk_p,diet_specialization,habitat_breadth,Habitat,Habitat.Density,Migration,Trophic.Level,Primary.Lifestyle,migration_score
Spinus spinus,expanding,expanding,0.028823456180393232,0.985,0.015,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Trochalopteron affine,contracting,contracting,-0.01518893395164429,0.025,0.975,-0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Carpodacus waltoni,stable,stable,0.0013615185114399025,0.5925,0.4075,0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
Delichon urbicum,expanding,strong_expanding,0.040426732593299285,1,0,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Apus salimalii,stable,stable,-0.0021054664544600484,0.3625,0.6375,-0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
Emberiza rutila,expanding,expanding,0.03459920941588021,0.975,0.025,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Limnodromus semipalmatus,expanding,strong_expanding,0.033115745300805126,0.9975,0.0025,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Rhopophilus pekinensis,stable,stable,0.006142682314326297,0.745,0.255,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Petronia petronia,stable,stable,3.3462316560370174e-4,0.5175,0.4825,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Luscinia calliope,stable,stable,0.022313331084986582,0.9275,0.0725,0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
Otocichla mupinensis,stable,stable,-0.008344419667894015,0.31,0.69,-0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Columba leuconota,stable,stable,0.004130396771534281,0.775,0.225,0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Dicaeum ignipectus,expanding,expanding,0.014258346082525488,0.985,0.015,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Monticola rufiventris,expanding,expanding,0.015467028102250428,0.9525,0.0475,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Hydroprogne caspia,expanding,strong_expanding,0.033762113339544424,0.9975,0.0025,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Coracias garrulus,stable,stable,0.005369234626731812,0.9175,0.0825,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Larus vegae,expanding,strong_expanding,0.06323101414074662,0.995,0.005,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Cyanistes cyanus,stable,stable,0.009037245700192462,0.9375,0.0625,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Carpodacus pulcherrimus,stable,stable,-0.007520743643557205,0.1575,0.8425,-0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Seicercus castaniceps,stable,stable,-0.0031589627764709288,0.395,0.605,-0.2,0.8064959405073402,NA,NA,NA,NA,NA,NA,NA,NA
Cinclus cinclus,stable,stable,-0.0015675178952344615,0.3925,0.6075,-0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
Ithaginis cruentus,contracting,contracting,-0.012692046047827612,0.04,0.96,-1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Poecile weigoldicus,stable,stable,-0.013777922697045378,0.065,0.935,-1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Ictinaetus malaiensis,expanding,strong_expanding,0.028811806328986608,0.995,0.005,0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Haematopus ostralegus,expanding,expanding,0.018264501213105775,0.965,0.035,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Coturnix japonica,expanding,strong_expanding,0.03713995974619092,1,0,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Prunella rubeculoides,stable,stable,-0.002292825112374365,0.3125,0.6875,-0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Ficedula mugimaki,stable,stable,0.006590427464751205,0.655,0.345,0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
Lanius isabellinus,stable,stable,0.006892791677889979,0.85,0.15,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Turdus viscivorus,stable,stable,0.006562043841865157,0.9375,0.0625,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Corvus dauuricus,expanding,strong_expanding,0.07549429650812578,0.9975,0.0025,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Phylloscopus kansuensis,stable,stable,0.0036491635230245113,0.685,0.315,0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
Pyrrhocorax graculus,stable,stable,0.007885250097618784,0.9025,0.0975,0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
Ixobrychus flavicollis,stable,stable,0.016548883110718532,0.925,0.075,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Pterorhinus lanceolatus,expanding,strong_expanding,0.020773594346500664,0.9925,0.0075,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Agropsar sturninus,stable,stable,0.029810752521449362,0.91,0.09,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Paradoxornis heudei,stable,stable,0.009674143221094353,0.93,0.07,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Erpornis zantholeuca,expanding,expanding,0.011314252095997436,0.9875,0.0125,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Jynx torquilla,expanding,expanding,0.04959454005453124,0.98,0.02,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Procarduelis nipalensis,stable,stable,-0.008165591081744139,0.245,0.755,-0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
Phylloscopus goodsoni,expanding,strong_expanding,0.016306385384540326,0.9975,0.0025,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Heterophasia desgodinsi,expanding,expanding,0.010467693746366143,0.9725,0.0275,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Coloeus dauuricus,contracting,contracting,-0.030837102090046038,0.01,0.99,-1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Aythya fuligula,stable,stable,0.012906530445496734,0.7425,0.2575,0.2,0.8064959405073402,NA,NA,NA,NA,NA,NA,NA,NA
Erythrogenys gravivox,expanding,strong_expanding,0.03475933020416547,0.9975,0.0025,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Minla ignotincta,stable,stable,0.0044548776666008425,0.725,0.275,0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
Acridotheres tristis,expanding,strong_expanding,0.04302755805628041,1,0,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Cyornis hainanus,stable,stable,0.0013428671279800668,0.635,0.365,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Oenanthe deserti,stable,stable,0.0030368998730652946,0.705,0.295,0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
Sylviparus modestus,stable,stable,-0.006851800696661831,0.2375,0.7625,-0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
Merops viridis,stable,stable,0.009450422598011982,0.8975,0.1025,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Crossoptilon crossoptilon,stable,stable,-0.001123268729088316,0.4225,0.5775,-0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
Phylloscopus valentini,expanding,expanding,0.031878288083229386,0.96,0.04,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Zoothera aurea,expanding,expanding,0.03497943691031767,0.9775,0.0225,0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Garrulax maximus,stable,stable,-0.011336376496549685,0.0575,0.9425,-1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Tarsiger chrysaeus,contracting,contracting,-0.020392265560162205,0.0375,0.9625,-1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Actinodura cyanouroptera,expanding,expanding,0.02438220905382864,0.99,0.01,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Larus argentatus,expanding,expanding,0.028188672848741787,0.985,0.015,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Leucosticte brandti,stable,stable,0.0045709869308730045,0.8225,0.1775,0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
Dendrocopos leucotos,stable,stable,0.0048118276449907686,0.69,0.31,0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
Horornis diphone,expanding,expanding,0.03160210347497111,0.9825,0.0175,0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Buteo refectus,stable,stable,0.012534528223329854,0.92,0.08,0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Phylloscopus reguloides,stable,stable,0.00261125462926558,0.63,0.37,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Nipponia nippon,expanding,expanding,0.00395281763991035,0.9625,0.0375,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Hieraaetus pennatus,expanding,expanding,0.030560159932088302,0.97,0.03,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Mareca penelope,expanding,expanding,0.0513267520005406,0.99,0.01,0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
Luscinia megarhynchos,stable,stable,0.0018690772948998574,0.7475,0.2525,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Suthora verreauxi,stable,stable,-0.005240395937219157,0.185,0.815,-0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Tarsiger rufilatus,stable,stable,-0.008233419175273465,0.1675,0.8325,-0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Coccothraustes coccothraustes,expanding,expanding,0.02038487727763597,0.98,0.02,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Carpodacus rubicilloides,stable,stable,-9.088699053982099e-4,0.4475,0.5525,-0.2,0.8064959405073402,NA,NA,NA,NA,NA,NA,NA,NA
Panurus biarmicus,expanding,expanding,0.02787601072540509,0.99,0.01,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Bucephala clangula,stable,stable,0.02735603838596454,0.9375,0.0625,0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Aerodramus brevirostris,stable,stable,0.011451602789320286,0.835,0.165,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Yuhina gularis,stable,stable,-0.00852567780733458,0.1525,0.8475,-0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Otus lettia,expanding,strong_expanding,0.021363725802323753,0.9975,0.0025,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Rostratula benghalensis,expanding,expanding,0.028268088704428124,0.975,0.025,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Turdus pallidus,stable,stable,-0.0040670541395735164,0.3425,0.6575,-0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
Yuhina torqueola,stable,stable,0.009967490811213824,0.9475,0.0525,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Accipiter gentilis,expanding,expanding,0.020877040700581946,0.9675,0.0325,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Dendrocopos hyperythrus,stable,stable,0.006278614714734646,0.66,0.34,0.2,0.8064959405073402,NA,NA,NA,NA,NA,NA,NA,NA
Chroicocephalus saundersi,expanding,strong_expanding,0.008423629596868215,0.9975,0.0025,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Emberiza siemsseni,stable,stable,-0.003737364048338179,0.3675,0.6325,-0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
Anas acuta,stable,stable,0.03590276274819855,0.94,0.06,0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
Zosterops palpebrosus,stable,stable,0.005110028827384195,0.75,0.25,0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
Minla cyanouroptera,expanding,strong_expanding,0.014055262530847065,0.9925,0.0075,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Emberiza aureola,stable,stable,0.052977573576801676,0.9375,0.0625,0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
Certhia hodgsoni,contracting,strong_contracting,-0.026642359477810604,0.005,0.995,-1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Botaurus stellaris,expanding,strong_expanding,0.04257271580136523,0.9975,0.0025,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Acrocephalus arundinaceus,stable,stable,0.002255265512056593,0.66,0.34,0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
Iduna aedon,expanding,expanding,0.03190352554538821,0.9825,0.0175,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Leptopoecile sophiae,stable,stable,-0.006509290025495479,0.1125,0.8875,-0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Merops apiaster,stable,stable,0.004305899491590431,0.9,0.1,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Muscicapa ferruginea,stable,stable,-0.008149191459869639,0.305,0.695,-0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Hodgsonius phoenicuroides,stable,stable,-0.017827423662015163,0.075,0.925,-0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Loxia curvirostra,stable,stable,0.008775603980891954,0.7725,0.2275,0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
Carduelis carduelis,expanding,expanding,0.010377132016946483,0.98,0.02,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Cygnus cygnus,stable,stable,0.01573889218526715,0.9025,0.0975,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Phylloscopus occisinensis,stable,stable,0.016073155399026325,0.885,0.115,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Seicercus valentini,contracting,contracting,-0.032598123054066314,0.015,0.985,-0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Pericrocotus divaricatus,stable,stable,0.014686566238499135,0.88,0.12,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Zapornia akool,stable,stable,0.01112390848202011,0.91,0.09,0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Perdix hodgsoniae,stable,stable,-0.007909637571897556,0.07,0.93,-0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Pucrasia macrolopha,stable,stable,-0.0028117925001108816,0.435,0.565,-0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Calidris minuta,stable,stable,0.04224230858908209,0.9475,0.0525,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Chloris chloris,stable,stable,0.0035648824389421783,0.8125,0.1875,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Sitta nagaensis,stable,stable,-0.0072314626846705764,0.15,0.85,-0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Phylloscopus tephrocephalus,expanding,expanding,0.030822592142559502,0.99,0.01,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Cyanoptila cyanomelana,stable,stable,0.004105477269421341,0.625,0.375,0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
Ficedula elisae,stable,stable,0.011969532022560845,0.9175,0.0825,0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Urosphena squameiceps,stable,stable,0.005810321672001596,0.65,0.35,0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Conostoma aemodium,contracting,strong_contracting,-0.01858331109491989,0.0075,0.9925,-1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Psilopogon asiaticus,expanding,expanding,0.005689257535570203,0.9825,0.0175,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Carpodacus davidianus,stable,stable,0.014741342920830881,0.935,0.065,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Locustella thoracica,contracting,contracting,-0.02662860178891777,0.015,0.985,-1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Motacilla flava,expanding,expanding,0.01218066248461989,0.98,0.02,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Charadrius mongolus,expanding,expanding,0.03675358104242883,0.9725,0.0275,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Phoenicurus erythrogastrus,expanding,strong_expanding,0.015146911401132711,0.995,0.005,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Calliope calliope,stable,stable,0.06128019348140528,0.9425,0.0575,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Phylloscopus emeiensis,stable,stable,-0.009837945805117492,0.175,0.825,-0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Tragopan temminckii,stable,stable,-0.0104122821802222,0.11,0.89,-0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Falco naumanni,expanding,expanding,0.025112718841182373,0.9775,0.0225,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Strix nivicolum,stable,stable,0.0033765022331844895,0.5875,0.4125,-0.2,0.8064959405073402,NA,NA,NA,NA,NA,NA,NA,NA
Aegithalos fuliginosus,stable,stable,0.0029385630238605675,0.725,0.275,0.2,0.8064959405073402,NA,NA,NA,NA,NA,NA,NA,NA
Nettapus coromandelianus,stable,stable,0.01599743522239469,0.73,0.27,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
Sturnia sinensis,expanding,strong_expanding,0.01289619173005998,1,0,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Muscicapa striata,stable,stable,0.003788854307969362,0.8675,0.1325,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Ficedula tricolor,stable,stable,-0.006041698966144424,0.325,0.675,-0.6,0.2206713619198468,NA,NA,NA,NA,NA,NA,NA,NA
Tringa brevipes,expanding,strong_expanding,0.01501640180625536,0.9925,0.0075,1,0.02748633611151034,NA,NA,NA,NA,NA,NA,NA,NA
Chrysolophus amherstiae,stable,stable,0.003671456714519707,0.8025,0.1975,0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
Myiomela leucura,stable,stable,0.004756230998896339,0.695,0.305,0.4,0.4624327264504763,NA,NA,NA,NA,NA,NA,NA,NA
Emberiza leucocephalos,stable,stable,0.008532008311144817,0.78,0.22,0.8,0.08641073297370003,NA,NA,NA,NA,NA,NA,NA,NA
